App,Category,Rating,Reviews,Viewers,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
yanar 2D/3D,BUSINESS,4.6,822,3100000,100000,Free,0,Everyone,Business,08-Jun-18,1.5,4.0.3 and up
sABN,BUSINESS,4.4,2287,1500000,1000000,Free,0,Everyone,Business,26-Mar-18,4.9,2.2 and up
ATI Cargoes and Transportation,BUSINESS,4.7,4162,7500000,100000,Free,0,Everyone,Business,24-Jul-18,0.9.4,4.0.3 and up
Secure Folder,BUSINESS,3.8,14760,8600000,50000000,Free,0,Everyone,Business,31-Jan-18,1.1.07.6,7.0 and up
Y! obile enu,BUSINESS,NaN,9,1200000,100000,Free,0,Everyone,Business,09-Apr-18,1.0.5,6.0 and up
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39000000,10000000,Free,0,Everyone,Business,30-May-17,1.2.6,3.0 and up
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14000000,10000000,Free,0,Everyone,Business,11-Jul-18,3.9.2,4.1 and up
obile Doc Scanner (DScan) Lite,BUSINESS,4.2,46505,19000000,1000000,Free,0,Everyone,Business,02-Aug-18,3.4.49,4.1 and up
TurboScan: scan docuents and receipts in PDF,BUSINESS,4.7,11442,6800000,100000,Paid,4.99,Everyone,Business,25-Mar-18,1.5.2,4.0 and up
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39000000,100000,Paid,4.99,Everyone,Business,11-Apr-17,3.4.6,3.0 and up
Zenefits,BUSINESS,4.2,296,14000000,50000,Free,0,Everyone,Business,15-Jun-18,3.2.1,4.1 and up
Google Ads,BUSINESS,4.3,29313,20000000,5000000,Free,0,Everyone,Business,30-Jul-18,1.12.0,4.0.3 and up
FreshBooks Classic,BUSINESS,4.1,1802,26000000,100000,Free,0,Everyone,Business,18-Apr-18,1.7.14,4.2 and up
Insightly CR,BUSINESS,3.8,1383,51000000,100000,Free,0,Everyone,Business,12-Jul-18,3.24.1,5.0 and up
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41000000,1000000,Free,0,Everyone,Business,13-Jul-18,18.7,4.1 and up
HipChat - Chat Built for Teas,BUSINESS,3.8,5868,20000000,500000,Free,0,Everyone,Business,03-Jul-18,3.19.005,4.1 and up
"ailChip - Eail, arketing Autoation",BUSINESS,4.1,5448,12000000,500000,Free,0,Everyone,Business,25-Jul-18,4.9.1,5.0 and up
Crew - Free essaging and Scheduling,BUSINESS,4.6,4159,48000000,500000,Free,0,Everyone,Business,20-Jul-18,6.1.2,4.0.3 and up
Asana: organize tea projects,BUSINESS,4.3,20815,10000000,1000000,Free,0,Everyone,Business,26-Jul-18,6.4.4,5.0 and up
Google Analytics,BUSINESS,4.5,78662,22000000,1000000,Free,0,Everyone,Business,13-Feb-18,3.7.5,4.4 and up
AdWords Express,BUSINESS,4.1,7149,11000000,1000000,Free,0,Everyone,Business,31-Jul-18,2.6.158,4.0 and up
Accounting App - Zoho Books,BUSINESS,4.5,3079,8500000,100000,Free,0,Everyone,Business,02-Aug-18,5.20.7,4.1 and up
Invoice & Tie Tracking - Zoho,BUSINESS,4.6,5800,8600000,100000,Free,0,Everyone,Business,02-Aug-18,5.20.7,4.1 and up
Invoice 2go — Professional Invoices and Estiates,BUSINESS,4.2,16422,28000000,1000000,Free,0,Everyone,Business,01-Aug-18,10.46.2,4.1 and up
Cisco Webex eetings,BUSINESS,4.4,108741,28000000,10000000,Free,0,Everyone,Business,20-Jul-18,11.1.0,4.3 and up
ZOO Cloud eetings,BUSINESS,4.4,31614,37000000,10000000,Free,0,Everyone,Business,20-Jul-18,4.1.28165.0716,4.0 and up
Screeneet. Easy Phone eeting,BUSINESS,4,624,9000000,100000,Free,0,Everyone,Business,22-Mar-18,1.2.287,5.0 and up
Cisco Webex Teas,BUSINESS,4.2,1661,46000000,100000,Free,0,Everyone,Business,02-Aug-18,3.0.4651,4.4 and up
Start eeting,BUSINESS,4.1,308,14000000,50000,Free,0,Everyone,Business,29-May-18,3.1.4.0,4.0.3 and up
Clickeeting Webinars,BUSINESS,3.8,5211,26000000,1000000,Free,0,Everyone,Business,30-Jul-18,3.3.0,4.0 and up
BlueJeans for Android,BUSINESS,3.9,1058,23000000,500000,Free,0,Everyone,Business,29-Jun-18,2.22.397,5.0 and up
Zenefits,BUSINESS,4.2,296,14000000,50000,Free,0,Everyone,Business,15-Jun-18,3.2.1,4.1 and up
Google Ads,BUSINESS,4.3,29313,20000000,5000000,Free,0,Everyone,Business,30-Jul-18,1.12.0,4.0.3 and up
FreshBooks Classic,BUSINESS,4.1,1802,26000000,100000,Free,0,Everyone,Business,18-Apr-18,1.7.14,4.2 and up
Insightly CR,BUSINESS,3.8,1383,51000000,100000,Free,0,Everyone,Business,12-Jul-18,3.24.1,5.0 and up
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41000000,1000000,Free,0,Everyone,Business,13-Jul-18,18.7,4.1 and up
HipChat - Chat Built for Teas,BUSINESS,3.8,5868,20000000,500000,Free,0,Everyone,Business,03-Jul-18,3.19.005,4.1 and up
"ailChip - Eail, arketing Autoation",BUSINESS,4.1,5448,12000000,500000,Free,0,Everyone,Business,25-Jul-18,4.9.1,5.0 and up
Crew - Free essaging and Scheduling,BUSINESS,4.6,4159,48000000,500000,Free,0,Everyone,Business,20-Jul-18,6.1.2,4.0.3 and up
Asana: organize tea projects,BUSINESS,4.3,20815,10000000,1000000,Free,0,Everyone,Business,26-Jul-18,6.4.4,5.0 and up
Google Analytics,BUSINESS,4.5,78662,22000000,1000000,Free,0,Everyone,Business,13-Feb-18,3.7.5,4.4 and up
AdWords Express,BUSINESS,4.1,7149,11000000,1000000,Free,0,Everyone,Business,31-Jul-18,2.6.158,4.0 and up
Accounting App - Zoho Books,BUSINESS,4.5,3079,8500000,100000,Free,0,Everyone,Business,02-Aug-18,5.20.7,4.1 and up
Invoice & Tie Tracking - Zoho,BUSINESS,4.6,5800,8600000,100000,Free,0,Everyone,Business,02-Aug-18,5.20.7,4.1 and up
Invoice 2go — Professional Invoices and Estiates,BUSINESS,4.2,16422,28000000,1000000,Free,0,Everyone,Business,01-Aug-18,10.46.2,4.1 and up
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39000000,10000000,Free,0,Everyone,Business,30-May-17,1.2.6,3.0 and up
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14000000,10000000,Free,0,Everyone,Business,11-Jul-18,3.9.2,4.1 and up
obile Doc Scanner (DScan) Lite,BUSINESS,4.2,46505,19000000,1000000,Free,0,Everyone,Business,02-Aug-18,3.4.49,4.1 and up
TurboScan: scan docuents and receipts in PDF,BUSINESS,4.7,11442,6800000,100000,Paid,4.99,Everyone,Business,25-Mar-18,1.5.2,4.0 and up
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39000000,100000,Paid,4.99,Everyone,Business,11-Apr-17,3.4.6,3.0 and up
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002859,35000000,100000000,Free,0,Everyone,Business,02-Aug-18,9.7.14188,4.1 and up
Verify - Receipts & Expenses,BUSINESS,4.5,413,29000000,10000,Free,0,Everyone,Business,25-Jul-18,2.0.19,5.0 and up
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41000000,1000000,Free,0,Everyone,Business,13-Jul-18,18.7,4.1 and up
anga aster - Best anga & coic reader,COICS,4.6,24005,4900000,500000,Free,0,Adults only 18+,Coics,04-Jul-18,1.1.7.0,4.1 and up
GANA! - All original stories free of charge for all original coics,COICS,4.7,57106,27000000,1000000,Free,0,Teen,Coics,23-Jul-18,2.11.3,4.1 and up
Röhrich Werner Soundboard,COICS,4.7,2249,32000000,500000,Free,0,Everyone,Coics,16-Nov-17,1.08,4.0.3 and up
Unicorn Pokez - Color By Nuber,COICS,4.8,516,12000000,50000,Free,0,Everyone,Coics;Creativity,03-Aug-18,1.0.6,4.4 and up
angaToon - Coics updated Daily,COICS,3.9,834,15000000,50000,Free,0,Mature 17+,Coics,01-Aug-18,1.0.8,4.1 and up
anga Net – Best Online anga Reader,COICS,4.1,1010,11000000,50000,Free,0,Mature 17+,Coics,07-Jul-18,1.5,4.1 and up
anga Rock - Best anga Reader,COICS,4.4,238970,28000000,1000000,Free,0,Teen,Coics,09-Jul-18,3.4.3_world,5.0 and up
anga - read Thai translation,COICS,4.6,302,2200000,10000,Free,0,Teen,Coics,03-Jul-18,1,4.0 and up
The Vietna Story - Fun Stories,COICS,4.5,438,3400000,10000,Free,0,Everyone,Coics,27-Dec-17,1,2.3 and up
Dragon Ball Wallpaper - Ringtones,COICS,4.7,73,8300000,10000,Free,0,Everyone,Coics,23-Jul-18,1.9,4.0.3 and up
Funny Jokes Photos,COICS,4.4,39,4300000,10000,Free,0,Everyone 10+,Coics,03-Jul-18,1.1,4.2 and up
Truyện Vui Tý Quậy,COICS,4.5,144,4700000,10000,Free,0,Everyone,Coics,19-Jul-18,3,4.0.3 and up
Coic Es - Shojo anga / love coics free of charge ♪ ♪,COICS,3.9,2181,10000000,100000,Free,0,Teen,Coics,05-Mar-18,1.2.12,4.0.3 and up
coico Popular Original Cartoon Updated Everyday Coico,COICS,3.2,93965,15000000,5000000,Free,0,Teen,Coics,03-Jul-18,6.3.0,4.0.3 and up
Daily anga - Coic & Webtoon,COICS,3.2,1446,7100000,100000,Free,0,Mature 17+,Coics,18-May-18,1,4.0.3 and up
"漫咖 Coics - anga,Novel and Stories",COICS,4.1,12088,21000000,1000000,Free,0,Mature 17+,Coics,06-Jul-18,2.3.1,4.0.3 and up
Eanuella Funny Videos 2018,COICS,4.5,314,6100000,100000,Free,0,Everyone,Coics,23-May-18,3.1.0,4.1 and up
anga Zero - Japanese cartoon and coic reader,COICS,4.2,15194,15000000,1000000,Free,0,Teen,Coics,19-Jul-18,4.7.3,4.2 and up
arvel Unliited,COICS,3.7,22551,11000000,1000000,Free,0,Teen,Coics,24-Jul-18,3.16.0,4.4 and up
"Tapas – Coics, Novels, and Stories",COICS,4.5,29839,29000000,1000000,Free,0,Teen,Coics,31-Jul-18,4.1.0,4.4 and up
Children's cartoons (ithu-ina-Raju),COICS,4.6,279,3300000,100000,Free,0,Everyone,Coics,18-Dec-17,1.6,4.0 and up
【Ranobbe coplete free】 Novelba - Free app that you can read and write novels,COICS,NaN,1330,22000000,50000,Free,0,Everyone,Coics,03-Jul-18,6.1.1,4.2 and up
Faustop Sounds,COICS,4.7,1677,40000000,100000,Free,0,Everyone,Coics,26-May-18,1.7.7,4.1 and up
anga ania - Best online anga reader,COICS,4.4,757,10000000,10000,Free,0,Teen,Coics,24-May-18,1,4.1 and up
#NAE?,COICS,3.5,115,9100000,10000,Free,0,Mature 17+,Coics,13-Jul-18,5.0.12,5.0 and up
anga AZ - anga Coic Reader,COICS,3.3,125,4700000,5000,Free,0,Teen,Coics,24-Jul-18,1.0.4,4.0.3 and up
Buff Thun - Daily Free Webtoon / Coics / Web Fiction / ini Gae,COICS,4.5,9952,38000000,500000,Free,0,Everyone 10+,Coics,31-Jul-18,4.3.0,4.1 and up
Funny Jokes and Stories 2018,COICS,4.2,21,6700000,5000,Free,0,Everyone,Coics,31-Mar-18,1.3,4.0 and up
Hojiboy Tojiboyev Life Hacks,COICS,5,15,37000000,1000,Free,0,Everyone,Coics,26-Jun-18,2,4.0.3 and up
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COICS,4.7,3596,7800000,10000,Free,0,Teen,Coics,16-Jun-18,1.01,4.0.3 and up
think Coics,COICS,4.4,1006,19000000,50000,Free,0,Everyone,Coics,03-Aug-18,2.3.3,4.0.3 and up
ees Button,COICS,4.4,5968,5700000,1000000,Free,0,Everyone,Coics,28-May-18,1.4,4.0 and up
"Laftel - Watching and Announcing Snooping, Streaing",COICS,4.6,4895,35000000,100000,Free,0,Everyone,Coics,02-Aug-18,2.4.25,4.4 and up
essenger for SS,COUNICATION,4.3,125257,17000000,10000000,Free,0,Teen,Counication,06-Jun-18,1.8.9,4.1 and up
y Tele2,COUNICATION,4.3,158679,8800000,5000000,Free,0,Everyone,Counication,03-Aug-18,2.4.1,4.4 and up
Yahoo ail – Stay Organized,COUNICATION,4.3,4187998,16000000,100000000,Free,0,Everyone,Counication,18-Jul-18,5.29.3,4.4 and up
io beta free calls and text,COUNICATION,4.3,659395,11000000,100000000,Free,0,Everyone,Counication,07-Jun-18,9.8.000000010492,4.0 and up
io free video calls and chat,COUNICATION,4.3,4785892,11000000,500000000,Free,0,Everyone,Counication,08-Jun-18,9.8.000000010501,4.0 and up
Call Free – Free Call,COUNICATION,4.3,30209,15000000,5000000,Free,0,Everyone,Counication,28-Jul-18,1.3.4,4.1 and up
Web Browser & Explorer,COUNICATION,4,36901,6600000,5000000,Free,0,Everyone,Counication,04-Jul-18,11.8.6,4.0.3 - 7.1.1
Browser 4G,COUNICATION,4.3,192948,6600000,10000000,Free,0,Everyone,Counication,19-Jun-18,24.6.6,4.0.3 - 7.1.1
Cricket Visual Voiceail,COUNICATION,3.9,13698,5100000,10000000,Free,0,Everyone,Counication,02-Jul-18,3.2.0.100171,4.1 and up
TracFone y Account,COUNICATION,3.6,20769,18000000,1000000,Free,0,Everyone,Counication,11-Jul-18,R6.0.3,4.1 and up
Firefox Focus: The privacy browser,COUNICATION,4.4,36880,4000000,1000000,Free,0,Everyone,Counication,06-Jul-18,5.2,5.0 and up
TouchPal Keyboard - Fun Eoji & Android Keyboard,COUNICATION,4.4,615381,37000000,10000000,Free,0,Mature 17+,Counication,02-Aug-18,6.7.9.1,4.0.3 and up
Skype Lite - Free Video Call & Chat,COUNICATION,4.2,33053,22000000,5000000,Free,0,Everyone,Counication,31-Jul-18,1.60.0.31354-release,4.0.3 and up
UC Browser ini -Tiny Fast Private & Secure,COUNICATION,4.4,3648120,3300000,100000000,Free,0,Teen,Counication,18-Jul-18,11.4.0,4.0 and up
WhatsApp Business,COUNICATION,4.4,136662,32000000,10000000,Free,0,Everyone,Counication,30-Jul-18,2.18.116,4.0.3 and up
y agenta,COUNICATION,3.9,42370,37000000,1000000,Free,0,Everyone,Counication,25-Jun-18,7.5.1,5.0 and up
Antillean Gold Telegra (original version),COUNICATION,4.4,2939,17000000,100000,Free,0,Everyone,Counication,16-Jul-18,2.1,4.1 and up
Olet Chat,COUNICATION,3.9,40751,35000000,10000000,Free,0,Teen,Counication,04-Nov-16,2.2.7600,4.0.3 and up
UC Browser - Fast Download Private & Secure,COUNICATION,4.5,17712922,40000000,500000000,Free,0,Teen,Counication,02-Aug-18,12.8.5.1121,4.0 and up
y Vodaco SA,COUNICATION,3.7,25021,61000000,5000000,Free,0,Everyone,Counication,26-Jun-18,9.9.0,4.3 and up
icrosoft Edge,COUNICATION,4.3,27187,66000000,5000000,Free,0,Everyone,Counication,28-Jul-18,42.0.0.2059,4.4 and up
io free video calls and chat,COUNICATION,4.3,4785988,11000000,500000000,Free,0,Everyone,Counication,08-Jun-18,9.8.000000010501,4.0 and up
Hangouts Dialer - Call Phones,COUNICATION,4,122498,7900000,10000000,Free,0,Everyone,Counication,02-Sep-15,0.1.100944346,4.0.3 and up
"Talkatone: Free Texts, Calls & Phone Nuber",COUNICATION,4.1,132014,25000000,10000000,Free,0,Everyone,Counication,18-Jul-18,6.1,4.2 and up
Calls & Text by o+,COUNICATION,4.2,83239,14000000,5000000,Free,0,Everyone,Counication,19-Apr-18,3.0.4,4.0 and up
"GO SS Pro - essenger, Free Thees, Eoji",COUNICATION,4.4,2876500,24000000,100000000,Free,0,Everyone,Counication,01-Aug-18,7.73,4.0 and up
"essaging+ SS, S Free",COUNICATION,4.1,28238,17000000,1000000,Free,0,Everyone,Counication,02-Aug-18,4.98,2.3 and up
chop SS,COUNICATION,4.3,335646,8300000,10000000,Free,0,Everyone,Counication,26-Jul-18,7.21,2.3 and up
Text SS,COUNICATION,4.5,349384,8200000,10000000,Free,0,Everyone,Counication,24-Jul-18,3.47,4.0.3 and up
yss SS Text essaging Sync,COUNICATION,4.3,37320,8400000,1000000,Free,0,Everyone,Counication,30-Jul-18,6.5.1,4.0.3 and up
Firefox Focus: The privacy browser,COUNICATION,4.4,36893,4000000,1000000,Free,0,Everyone,Counication,06-Jul-18,5.2,5.0 and up
2ndLine - Second Phone Nuber,COUNICATION,4.2,15880,32000000,1000000,Free,0,Everyone,Counication,03-Aug-18,5.65.0,4.0 and up
"C Browser - Ad Blocker , Fast Download , Privacy",COUNICATION,4.6,2264916,6100000,50000000,Free,0,Everyone,Counication,31-Jul-18,5.22.18.0006,4.0 and up
Ninesky Browser,COUNICATION,4.2,42925,2800000,1000000,Free,0,Everyone,Counication,27-Aug-17,6.1,2.3 and up
UC Browser ini -Tiny Fast Private & Secure,COUNICATION,4.4,3648480,3300000,100000000,Free,0,Teen,Counication,18-Jul-18,11.4.0,4.0 and up
UC Browser - Fast Download Private & Secure,COUNICATION,4.5,17714850,40000000,500000000,Free,0,Teen,Counication,02-Aug-18,12.8.5.1121,4.0 and up
Ghostery Privacy Browser,COUNICATION,4.1,13100,2200000,1000000,Free,0,Everyone,Counication,20-Mar-18,1.4.1.0,4.0.3 and up
Web Browser for Android,COUNICATION,4.1,55098,4300000,1000000,Free,0,Everyone,Counication,20-Jun-18,2.2,4.0 and up
DU Browser—Browse fast & fun,COUNICATION,4.3,1133501,4700000,10000000,Free,0,Everyone,Counication,01-Apr-16,6.4.0.4,4.0 and up
Lightning Web Browser,COUNICATION,4.1,12578,2300000,500000,Free,0,Everyone,Counication,10-Jul-17,4.5.1,4.0 and up
Web Browser,COUNICATION,4.2,10965,2300000,500000,Free,0,Everyone,Counication,02-Feb-15,2,3.0 and up
Contacts+,COUNICATION,4.2,190613,11000000,10000000,Free,0,Everyone,Counication,31-Jul-18,5.85.1,4.0.3 and up
ExDialer - Dialer & Contacts,COUNICATION,4.2,125232,2700000,10000000,Free,0,Everyone,Counication,05-Mar-17,196,2.1 and up
Calls & Text by o+,COUNICATION,4.2,83239,14000000,5000000,Free,0,Everyone,Counication,19-Apr-18,3.0.4,4.0 and up
PHONE for Google Voice & GTalk,COUNICATION,4.3,72065,13000000,1000000,Free,0,Everyone,Counication,18-Apr-18,3.0.7,4.0 and up
Safest Call Blocker,COUNICATION,4.4,27540,3700000,1000000,Free,0,Everyone,Counication,05-Jan-18,1.26.001,4.0 and up
Full Screen Caller ID,COUNICATION,4.2,104990,10000000,5000000,Free,0,Everyone,Counication,15-May-18,3.5.0,4.0.3 and up
Hiya - Caller ID & Block,COUNICATION,4.4,177703,13000000,10000000,Free,0,Mature 17+,Counication,25-Jul-18,8.1.2-6310,5.0 and up
Call Blocker,COUNICATION,4.1,17529,10000000,1000000,Free,0,Everyone,Counication,26-Jul-18,5.86,4.0.3 and up
r. Nuber-Block calls & spa,COUNICATION,4.2,177263,13000000,10000000,Free,0,Mature 17+,Counication,13-Jul-18,5.1.2-6310,5.0 and up
Should I Answer?,COUNICATION,4.8,237468,8800000,1000000,Free,0,Everyone,Counication,26-Jul-18,2018.1.715,4.0 and up
RocketDial Dialer & Contacts,COUNICATION,4.4,32254,5500000,1000000,Free,0,Everyone,Counication,04-Dec-17,3.9.7,2.1 and up
"CallApp: Caller ID, Blocker & Phone Call Recorder",COUNICATION,4.4,483565,20000000,10000000,Free,0,Everyone,Counication,29-Jul-18,1.286,4.1 and up
Whoscall - Caller ID & Block,COUNICATION,4.4,552441,29000000,10000000,Free,0,Everyone,Counication,01-Aug-18,6.19.1,4.1 and up
Call Control - Call Blocker,COUNICATION,4.4,93825,11000000,5000000,Free,0,Everyone,Counication,05-Jul-18,2.17.3,4.1 and up
Video Caller Id,COUNICATION,4.2,15287,17000000,1000000,Free,0,Everyone,Counication,24-Jan-18,2.2.245,4.0.3 and up
Sync.E – Caller ID & Block,COUNICATION,4.5,205739,17000000,5000000,Free,0,Everyone,Counication,26-Jul-18,4.5.4,4.1 and up
Caller ID +,COUNICATION,4,9498,11800000,1000000,Free,0,Everyone,Counication,07-Jun-16,5.28.0,2.3 and up
Yahoo ail – Stay Organized,COUNICATION,4.3,4188142,16000000,100000000,Free,0,Everyone,Counication,18-Jul-18,5.29.3,4.4 and up
K-9 ail,COUNICATION,4.2,88427,5100000,5000000,Free,0,Everyone,Counication,06-Jan-18,5.403,4.0.3 and up
Eail TypeApp - ail App,COUNICATION,4.6,183374,44000000,1000000,Free,0,Everyone,Counication,01-Aug-18,1.9.4.74,4.1 and up
All Eail Providers,COUNICATION,4.1,20901,7300000,1000000,Free,0,Everyone,Counication,03-Apr-18,5.0.9,4.1 and up
"Newton ail - Eail App for Gail, Outlook, IAP",COUNICATION,4,122595,30000000,1000000,Free,0,Everyone,Counication,19-Jul-18,9.8.376,5.0 and up
GO Notifier,COUNICATION,4.2,124346,69500000,10000000,Free,0,Everyone,Counication,06-Jul-14,2.8,2.0 and up
ail1Click - Secure ail,COUNICATION,4.1,255,1600000,10000,Free,0,Everyone,Counication,11-Apr-17,2.3,2.2 and up
Dau ail - Next ail,COUNICATION,4.3,41420,19000000,5000000,Free,0,Everyone,Counication,21-Jun-18,3.2.0,4.0 and up
io free video calls and chat,COUNICATION,4.3,4785988,11000000,500000000,Free,0,Everyone,Counication,08-Jun-18,9.8.000000010501,4.0 and up
Vonage obile® Call Video Text,COUNICATION,4.1,29208,23000000,1000000,Free,0,Everyone,Counication,28-Sep-16,2.9.8,2.3.3 and up
JusTalk - Free Video Calls and Fun Video Chat,COUNICATION,4.6,191032,26000000,5000000,Free,0,Everyone,Counication,04-Aug-18,7.2.29,4.0.3 and up
Calculator,DATING,2.6,57,6200000,1000,Paid,6.99,Everyone,Dating,25-Oct-17,1.1.6,4.0 and up
Truth or Dare Pro,DATING,NaN,0,20000000,50,Paid,1.49,Teen,Dating,01-Sep-17,1,4.0 and up
"Private Dating, Hide App- Blue for PrivacyHider",DATING,NaN,0,1800000,100,Paid,2.99,Everyone,Dating,25-Jul-17,1.0.1,4.0 and up
Ad Blocker for SayHi,DATING,NaN,4,1200000,100,Paid,3.99,Teen,Dating,02-Aug-18,1.2,4.0.3 and up
ABW Dating App: Asian en Black Woen Interracial,DATING,3.5,2,17000000,100,Paid,7.99,Mature 17+,Dating,21-Jan-17,1.0.1,4.0 and up
OkCupid Dating,DATING,4.1,285726,15000000,10000000,Free,0,Mature 17+,Dating,30-Jul-18,11.10.1,4.1 and up
"Hily: Dating, Chat, atch, eet & Hook up",DATING,4.1,2556,56000000,100000,Free,0,Mature 17+,Dating,01-Aug-18,2.5.2,4.1 and up
Hinge: Dating & Relationships,DATING,4.2,7779,12000000,500000,Free,0,Mature 17+,Dating,03-Aug-18,6.1.3,5.0 and up
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11000000,5000000,Free,0,Mature 17+,Dating,31-Jul-18,4.17.2,4.1 and up
BBW Dating & Plus Size Chat,DATING,4.4,12632,29000000,1000000,Free,0,Mature 17+,Dating,27-Jul-18,3.5.0.1,4.1 and up
CB Free Dating App,DATING,4,48845,40000000,1000000,Free,0,Mature 17+,Dating,01-Aug-18,4.19.0.2320,4.4 and up
eharony - Online Dating App,DATING,3.1,31320,53000000,5000000,Free,0,Mature 17+,Dating,30-Jul-18,6.6.5,4.1 and up
Free Dating App & Flirt Chat - atch with Singles,DATING,4.4,172460,3100000,5000000,Free,0,Mature 17+,Dating,04-Aug-18,1.639,4.0 and up
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24000000,100000,Free,0,Mature 17+,Dating,25-Jul-18,1.6.1,4.4 and up
Clover Dating App,DATING,4.1,11633,23000000,500000,Free,0,Mature 17+,Dating,24-Jul-18,2.5.1,4.1 and up
Black People eet Singles Date,DATING,3.9,10212,5000000,1000000,Free,0,Mature 17+,Dating,25-Jul-18,1.9.7,4.4 and up
ingle2 - Free Online Dating & Singles Chat Roos,DATING,4.3,37053,44000000,1000000,Free,0,Mature 17+,Dating,03-Aug-18,4.4B,4.1 and up
Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27000000,10000,Free,0,Mature 17+,Dating,03-Aug-18,1.308.us,4.1 and up
stranger chat - anonyous chat,DATING,3.5,13202,6100000,1000000,Free,0,Mature 17+,Dating,07-Jul-18,2.4.1,4.1 and up
Free Dating Hook Up essenger,DATING,3.3,1157,21000000,100000,Free,0,Mature 17+,Dating,27-Jan-17,5.0.1,4.2 and up
Find Real Love — YouLove Preiu Dating,DATING,4.5,212626,11000000,10000000,Free,0,Mature 17+,Dating,31-Jul-18,4.17.2,4.1 and up
Once - Quality atches Every day,DATING,4.4,222888,21000000,1000000,Free,0,Mature 17+,Dating,17-Jul-18,2.45,4.1 and up
BLK - Swipe. atch. Chat.,DATING,4.1,2067,24000000,100000,Free,0,Mature 17+,Dating,25-Jul-18,1.6.1,4.4 and up
Cougar Dating Life : Date Older Woen Sugar uy,DATING,3.9,1643,31000000,500000,Free,0,Mature 17+,Dating,03-Jul-18,4.5.5,4.1 and up
Howlr,DATING,3.9,105,27000000,5000,Free,0,Mature 17+,Dating,19-Jun-18,1.0.4,4.4 and up
Stranger Chat & Date,DATING,3.6,3414,6200000,500000,Free,0,Mature 17+,Dating,06-Jun-18,1.2.1,4.1 and up
RandoChat - Chat roulette,DATING,3.6,11806,12000000,1000000,Free,0,Mature 17+,Dating,26-Jun-18,4.0.18,4.0.3 and up
BeWild Free Dating & Chat App,DATING,3.4,1999,8000000,100000,Free,0,Mature 17+,Dating,03-Feb-17,1.6.5,4.2 and up
"Fasteet: Chat, Dating, Love",DATING,4.2,22544,5900000,1000000,Free,0,Mature 17+,Dating,27-Jul-18,1.31.4,4.0.3 and up
"Free Dating App - YoCutie - Flirt, Chat & eet",DATING,4.1,97684,7900000,1000000,Free,0,Mature 17+,Dating,10-Jul-18,1.23,4.0.3 and up
OurTie Dating for Singles 50+,DATING,3.4,2519,5000000,100000,Free,0,Mature 17+,Dating,25-Jul-18,1.9.7,4.4 and up
FarersOnly Dating,DATING,3,1146,1400000,100000,Free,0,Mature 17+,Dating,25-Feb-16,2.2,4.0 and up
Dating for 50 plus ature Singles – FINALLY,DATING,4.6,13046,13000000,500000,Free,0,Mature 17+,Dating,31-Jul-18,4.17.2,4.1 and up
Sudy – eet Elite & Rich Single,DATING,4.1,17268,40000000,500000,Free,0,Mature 17+,Dating,25-Jun-18,4.1.2,4.0.3 and up
